recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [g],acceleration y [g],acceleration z [g],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631886923443,2.0122528,0.43678284,1.6841888,0.107910156,-0.5131836,0.8754882,-7.108330611344978,-31.122295691299808,-129.97003588595484,0.42164227,-0.16733766,0.21738209,-0.86426896
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631896760443,2.1953583,0.19264221,2.17247,0.099121094,-0.5161133,0.8652344,-7.094794963927696,-31.0992699968246,-129.94648008906015,0.42180616,-0.16720155,0.21722104,-0.86425585
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631906597443,2.4375916,-0.05340576,1.9893646,0.11035156,-0.50878906,0.871582,-7.0815911877801625,-31.072397340418675,-129.92175231435226,0.4219815,-0.16705692,0.21702762,-0.8642468
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631916434443,2.9888153,-0.3566742,2.17247,0.10644531,-0.5107422,0.86669916,-7.073445486948954,-31.04055337646118,-129.89752837329434,0.42216527,-0.16693237,0.21677828,-0.86424375
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631926893443,3.1719208,-0.3566742,2.3555756,0.12695312,-0.51123047,0.86181635,-7.0606263608685085,-31.007846991254496,-129.8705466056226,0.42236143,-0.1667747,0.21653557,-0.86423916
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631937351443,2.9258728,-0.6637573,2.0503998,0.11669922,-0.50634766,0.86132807,-7.058358138278179,-30.980729004368303,-129.84776761758582,0.42254296,-0.1667077,0.21630296,-0.8642216
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631947809443,2.8057098,-0.84495544,1.9245148,0.11328125,-0.51123047,0.8413086,-7.0542003432901526,-30.953549262242607,-129.82516741731914,0.42271963,-0.1666258,0.21607715,-0.8642075
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631958066443,1.2798309,-0.7839203,2.1076202,0.115234375,-0.50683594,0.8476562,-7.055691166244442,-30.920745702075365,-129.78505031420332,0.4230419,-0.16660008,0.21576194,-0.8641335
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631968322443,1.0948181,-0.6637573,1.4362335,0.11425781,-0.5024414,0.8408203,-7.0557061923817646,-30.912330725121773,-129.7681834753888,0.4231735,-0.16660306,0.2156729,-0.86409074
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631978578443,0.4234314,-0.17547607,1.1959076,0.12841797,-0.5053711,0.8476562,-7.066725920470458,-30.90898523858252,-129.77384202256047,0.42315328,-0.16666402,0.2156148,-0.8641034
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631986502443,-0.12397766,-0.17356873,0.27656555,0.12207031,-0.5083008,0.8393554,-7.070253190277016,-30.908539183527633,-129.7756583494352,0.42314646,-0.16668567,0.215601,-0.864106
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059631994427443,-1.2226105,0.55885315,0.58555603,0.12792969,-0.5161133,0.8457031,-7.074067566713503,-30.912540516848,-129.77724771271542,0.42313957,-0.16672517,0.21561988,-0.864097
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632002352443,-1.5888214,0.43678284,-0.14686584,0.122558594,-0.52490234,0.8476562,-7.082463227606904,-30.919998988986674,-129.78384145063356,0.4231018,-0.16680168,0.21565562,-0.8640918
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632010277443,-2.6893616,0.74386597,-0.7572174,0.11279297,-0.5229492,0.8476562,-7.089319424642887,-30.945509834043072,-129.79801657486445,0.4229947,-0.16691422,0.21584643,-0.8640749
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632021694443,-3.0536652,1.0471344,-1.1882782,0.103027344,-0.5292969,0.8549804,-7.091674126248755,-30.972354174045005,-129.81383247417736,0.42286605,-0.16699424,0.21606648,-0.8640674
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632033111443,-3.786087,1.1692047,-1.9168854,0.111816406,-0.5307617,0.8627929,-7.089035942778612,-31.005192009995035,-129.8337291527346,0.42269412,-0.1670494,0.21635684,-0.8640682
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632044528443,-3.4828186,1.4724731,-2.4051666,0.123046875,-0.5258789,0.85937494,-7.092687905261959,-31.036836357476304,-129.86272614390742,0.42246604,-0.16713057,0.21662815,-0.8640961
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632054740443,-3.4828186,1.2321472,-2.954483,0.09863281,-0.53466797,0.87255853,-7.1020425448567375,-31.09931377450764,-129.92721337269248,0.42196518,-0.16729288,0.21716657,-0.86417425
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632064950443,-3.7879944,2.0828247,-3.3817291,0.103515625,-0.5336914,0.8608398,-7.099986871419071,-31.131108094921455,-129.96207968693568,0.4216819,-0.16731994,0.21746872,-0.8642313
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632075160443,-3.1776428,1.8997192,-3.74794,0.104003906,-0.54052734,0.8466796,-7.102358320920412,-31.162583755939664,-130.00158788953004,0.42137218,-0.1673703,0.21775895,-0.86429954
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632082952443,-2.9315948,2.023697,-3.81279,0.09033203,-0.5498047,0.8735351,-7.103310908520865,-31.1872679896917,-130.04168993465908,0.42105874,-0.16738547,0.21800324,-0.86438775
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632090744443,-2.506256,2.0828247,-4.175186,0.088378906,-0.53564453,0.8813476,-7.100607479363965,-31.209234975989492,-130.08303346681387,0.42073035,-0.16736127,0.21824196,-0.86449206
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632098536443,-1.5888214,1.5964508,-3.81279,0.100097656,-0.54296875,0.87695307,-7.095568505879001,-31.223257606236476,-130.11902206500042,0.420442,-0.16730246,0.21842052,-0.86459863
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632106328443,-0.6122589,1.4743805,-3.8700104,0.084472656,-0.5385742,0.8686523,-7.093925483210951,-31.227433932608346,-130.1550267902019,0.42016503,-0.16723564,0.21851113,-0.8647233
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632118047443,0.059127808,1.2302399,-3.2596588,0.08496094,-0.5463867,0.86718744,-7.087882586726923,-31.227190634822925,-130.18538063756233,0.41992456,-0.16713132,0.2185757,-0.86484396
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632129766443,0.30136108,0.9841919,-2.954483,0.09375,-0.53125,0.86718744,-7.082844211035977,-31.227554815243682,-130.21126139434955,0.41971943,-0.16704516,0.2186347,-0.8649453
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632141485443,0.66947937,0.8029938,-2.653122,0.08300781,-0.5292969,0.86425775,-7.082594431808561,-31.219654819984246,-130.23483051896204,0.4195451,-0.16697146,0.21860936,-0.8650505
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632151758443,1.5239716,-0.11253357,-1.4286041,0.07763672,-0.5449219,0.86962885,-7.07505105200108,-31.200128115224796,-130.25699337685225,0.41937345,-0.1668059,0.21851945,-0.86518836
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632162032443,1.7662048,-0.7209778,-0.9403229,0.09033203,-0.53564453,0.87255853,-7.076812150710654,-31.185775990376616,-130.26201400261345,0.41934627,-0.16676086,0.2184102,-0.8652378
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632172306443,2.0122528,-1.0280609,-0.39100647,0.09082031,-0.5229492,0.86035156,-7.077926637991697,-31.170292261666592,-130.26042223968278,0.4193684,-0.16671972,0.21828501,-0.8652666
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632179961443,1.7662048,-1.2130737,-0.14686584,0.09814453,-0.52978516,0.8476562,-7.078810100658507,-31.153874505663563,-130.2564128084422,0.41940877,-0.16667825,0.21814997,-0.8652891
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632187617443,2.0122528,-1.0280609,0.40245056,0.104003906,-0.5341797,0.8466796,-7.078929658037814,-31.14099031410698,-130.2480529857782,0.4194787,-0.16665128,0.21803851,-0.86528844
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632195273443,1.4629364,-1.5773773,0.7648468,0.1015625,-0.53027344,0.8686523,-7.0834682543827,-31.13094934326977,-130.23739845441867,0.41957295,-0.1666717,0.21792936,-0.8652663
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632202929443,1.6460419,-1.455307,1.1310577,0.11035156,-0.5263672,0.8579101,-7.08532332905764,-31.117839040635495,-130.22225727979608,0.41969752,-0.16666992,0.21779996,-0.86523885
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632214731443,1.707077,-1.2722015,1.5621185,0.10546875,-0.5341797,0.86132807,-7.09077986866665,-31.10750535467114,-130.20610856629813,0.41983512,-0.16670667,0.2176772,-0.86519593
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632226533443,1.707077,-1.1501312,1.3179779,0.12158203,-0.5263672,0.86669916,-7.09495648375609,-31.093945773824284,-130.19062073604377,0.4199669,-0.16672148,0.21753533,-0.86516476
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632238335443,1.7662048,-1.1520386,1.619339,0.11425781,-0.51904297,0.8657226,-7.100273888835141,-31.080386915054397,-130.17427994983802,0.4201073,-0.1667465,0.21738805,-0.8651288
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632248729443,1.1577606,-0.6008148,1.3179779,0.10839844,-0.52441406,0.86425775,-7.102612270687379,-31.057683607563767,-130.14515582256942,0.4203432,-0.16674207,0.21716292,-0.8650716
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632259124443,1.0948181,-0.541687,1.1959076,0.115234375,-0.5180664,0.8735351,-7.10557450605473,-31.046666472790356,-130.1329943784324,0.42044625,-0.16674995,0.21704985,-0.8650484
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632269519443,1.2187958,-0.4787445,0.82969666,0.122558594,-0.5239258,0.8627929,-7.109370302123274,-31.033876551927072,-130.12367951322915,0.42053026,-0.16675267,0.21692425,-0.8650385
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632279754443,1.2779236,-0.35858154,0.5245209,0.11767578,-0.51660156,0.8686523,-7.112623600783682,-31.022394656837943,-130.11708006450914,0.4205921,-0.1667506,0.21681464,-0.86503637
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632289989443,1.4038086,-0.541687,0.09727478,0.123535156,-0.5292969,0.87255853,-7.119018796230873,-31.01325331079144,-130.1181234476912,0.42060098,-0.16676575,0.21672256,-0.8650522
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632300224443,1.5239716,-0.3566742,-0.26893616,0.122558594,-0.5126953,0.8701171,-7.125857032786322,-31.003883784428485,-130.1211280910009,0.42059597,-0.16677976,0.21662995,-0.8650751
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632307960443,1.5850067,-0.7839203,-0.39100647,0.111816406,-0.5131836,0.8754882,-7.145118037049044,-30.97250768621948,-130.1270182282614,0.42060378,-0.16680713,0.21632712,-0.8651418
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632315697443,2.1953583,-0.41770935,-0.7572174,0.10888672,-0.5336914,0.86718744,-7.155521338600273,-30.95432548503746,-130.1331884939505,0.42058602,-0.16681209,0.21615842,-0.8651917
05b1e954-e0de-4e6a-bec5-f040535b11d2,1747059632323434443,2.1953583,-0.4787445,-0.9403229,0.115722656,-0.50683594,0.88037103,-7.1625597090694555,-30.925618224606776,-130.13948362480025,0.4205662,-0.16675557,0.21592148,-0.8652714
