recording id,blink id,start timestamp [ns],end timestamp [ns],duration [ms]
05b1e954-e0de-4e6a-bec5-f040535b11d2,1,1747059635657605443,1747059635887859443,230.254
05b1e954-e0de-4e6a-bec5-f040535b11d2,2,1747059636963878443,1747059637194007443,230.129
