timestamp [ns],gaze x [px],gaze y [px],worn,azimuth [deg],elevation [deg]
2025-05-07 08:36:33.260,951.8966,1128.5188,255.0,10.335821,-32.860695
2025-05-07 08:36:33.270,956.8802,1093.9595,255.0,10.523094,-30.634773
2025-05-07 08:36:33.280,986.46545,1097.1416,255.0,12.643735,-30.766022
2025-05-07 08:36:33.290,971.9303,1089.7107,255.0,11.57019,-30.32816
2025-05-07 08:36:33.300,981.39,1095.781,255.0,12.300285,-30.68943
2025-05-07 08:36:33.310,959.9608,1105.6106,255.0,10.811837,-31.372778
2025-05-07 08:36:33.320,977.1448,1076.2332,255.0,11.8683815,-29.454838
2025-05-07 08:36:33.330,977.6598,1119.7716,255.0,12.153679,-32.234238
2025-05-07 08:36:33.340,999.87665,1143.7329,255.0,13.914706,-33.70839
2025-05-07 08:36:33.350,1015.4158,1099.3906,255.0,14.712363,-30.829536
2025-05-07 08:36:33.360,1033.869,1100.2455,255.0,16.028301,-30.826324
2025-05-07 08:36:33.370,1025.7295,1109.1138,255.0,15.523701,-31.416248
2025-05-07 08:36:33.380,1036.8236,1123.8821,255.0,16.43193,-32.320244
2025-05-07 08:36:33.390,1031.8938,1121.8344,255.0,16.06405,-32.20657
2025-05-07 08:36:33.400,1028.9503,1121.2037,255.0,15.845076,-32.176434
2025-05-07 08:36:33.410,1019.2327,1114.7935,255.0,15.100946,-31.798683
2025-05-07 08:36:33.420,1008.4668,1105.5049,255.0,14.26795,-31.23388
2025-05-07 08:36:33.430,1024.3533,1102.2031,255.0,15.372703,-30.981293
2025-05-07 08:36:33.440,1021.2555,1109.5747,255.0,15.206774,-31.460697
2025-05-07 08:36:33.450,1020.1689,1136.9286,255.0,15.340116,-33.207817
2025-05-07 08:36:33.460,1000.4951,1115.1285,255.0,13.758221,-31.877174
2025-05-07 08:36:33.470,1029.0632,1109.0016,255.0,15.741283,-31.393255
2025-05-07 08:36:33.480,1015.2874,1101.5288,255.0,14.729128,-30.959377
2025-05-07 08:36:33.490,1027.1027,1118.9507,255.0,15.693905,-32.0375
2025-05-07 08:36:33.500,1024.6516,1123.974,255.0,15.536145,-32.361534
2025-05-07 08:36:33.510,1036.8889,1111.9886,255.0,16.341352,-31.560537
2025-05-07 08:36:33.520,1019.6538,1114.2987,255.0,15.126024,-31.766115
2025-05-07 08:36:33.530,1051.4324,1100.9604,255.0,17.29213,-30.81223
2025-05-07 08:36:33.540,1054.8699,1104.4844,255.0,17.560165,-31.022564
2025-05-07 08:36:33.550,1024.1952,1118.3026,255.0,15.479738,-32.006477
2025-05-07 08:36:33.560,1035.9832,1107.7975,255.0,16.250816,-31.296038
2025-05-07 08:36:33.570,996.56995,1116.6606,255.0,13.488134,-31.984818
2025-05-07 08:36:33.580,1022.9857,1102.0184,255.0,15.262672,-30.967865
2025-05-07 08:36:33.590,1043.6589,1098.1003,255.0,16.716665,-30.656887
2025-05-07 08:36:33.600,1029.3823,1102.8032,255.0,15.736414,-31.002855
2025-05-07 08:36:33.610,1040.0745,1103.1086,255.0,16.500275,-30.987247
2025-05-07 08:36:33.620,1035.2683,1092.3594,255.0,16.076239,-30.319149
2025-05-07 08:36:33.630,1021.3407,1096.5835,255.0,15.119364,-30.632225
2025-05-07 08:36:33.640,1039.6946,1073.1125,255.0,16.2524,-29.083244
2025-05-07 08:36:33.650,1029.2041,1128.4792,255.0,15.922573,-32.63878
2025-05-07 08:36:33.660,1064.6865,1079.648,255.0,18.054207,-29.412624
2025-05-07 08:36:33.670,1050.3389,1072.9734,255.0,17.001001,-29.034393
2025-05-07 08:36:33.680,1042.2622,1114.0662,255.0,16.744198,-31.676445
2025-05-07 08:36:33.690,1018.6282,1097.6771,255.0,14.936687,-30.708881
2025-05-07 08:36:33.700,1008.08044,1107.2571,255.0,14.2470455,-31.353039
2025-05-07 08:36:33.710,995.5228,1105.5918,255.0,13.337442,-31.281929
2025-05-07 08:36:33.720,1022.21094,1094.3242,255.0,15.17503,-30.48679
2025-05-07 08:36:33.730,1024.5334,1114.4481,255.0,15.476928,-31.760063
2025-05-07 08:36:33.740,1023.73755,1120.5203,255.0,15.464298,-32.149376
2025-05-07 08:36:33.750,1019.3555,1149.6049,255.0,15.380793,-34.02103
2025-05-07 08:36:33.760,1025.9109,1132.4164,255.0,15.714485,-32.898766
2025-05-07 08:36:33.770,1018.23315,1137.3389,255.0,15.199879,-33.24074
2025-05-07 08:36:33.780,994.7099,1150.2693,255.0,13.585901,-34.14277
2025-05-07 08:36:33.790,974.83215,1138.1729,255.0,12.055345,-33.423706
2025-05-07 08:36:33.800,992.19464,1111.1116,255.0,13.138773,-31.645638
2025-05-07 08:36:33.810,983.2035,1078.7756,255.0,12.300938,-29.60159
2025-05-07 08:36:33.820,980.9704,1074.6636,255.0,12.129903,-29.345585
2025-05-07 08:36:33.830,976.0417,1082.3215,255.0,11.821697,-29.846436
2025-05-07 08:36:33.840,956.813,1094.3442,255.0,10.520805,-30.659088
2025-05-07 08:36:33.850,966.0934,1104.5842,255.0,11.232293,-31.293186
2025-05-07 08:36:33.860,993.1459,1105.8981,255.0,13.173358,-31.30793
2025-05-07 08:36:33.870,1004.57385,1121.1992,255.0,14.091595,-32.25088
2025-05-07 08:36:33.880,980.8213,1127.4006,255.0,12.421316,-32.717182
2025-05-07 08:36:33.890,969.9889,1129.8704,255.0,11.656923,-32.901398
2025-05-07 08:36:33.900,950.6032,1114.4648,255.0,10.179922,-31.958897
2025-05-07 08:36:33.910,950.74805,1111.1178,255.0,10.167737,-31.745953
2025-05-07 08:36:33.920,935.4652,1119.5078,255.0,9.106205,-32.317
2025-05-07 08:36:33.930,958.902,1101.4309,255.0,10.701875,-31.107708
2025-05-07 08:36:33.940,935.6332,1108.1161,255.0,9.070327,-31.585314
2025-05-07 08:36:33.950,933.3314,1090.7598,255.0,8.834635,-30.4769
2025-05-07 08:36:33.960,942.8839,1102.2482,255.0,9.561735,-31.194202
2025-05-07 08:36:33.970,918.00977,1102.4419,255.0,7.7861423,-31.253595
2025-05-07 08:36:33.980,923.16455,1100.7332,255.0,8.144744,-31.134203
2025-05-07 08:36:33.990,932.84656,1101.685,255.0,8.843458,-31.178078
2025-05-07 08:36:34.000,938.3541,1113.6272,255.0,9.293028,-31.93326
2025-05-07 08:36:34.010,949.3963,1111.4143,255.0,10.070578,-31.769083
2025-05-07 08:36:34.020,962.7155,1116.4487,255.0,11.0532,-32.061085
2025-05-07 08:36:34.030,959.647,1108.9487,255.0,10.795503,-31.587326
2025-05-07 08:36:34.040,949.2194,1078.4216,255.0,9.907749,-29.656116
2025-05-07 08:36:34.050,952.28284,1089.5189,255.0,10.175294,-30.35962
2025-05-07 08:36:34.060,950.44196,1096.2537,255.0,10.073681,-30.794746
2025-05-07 08:36:34.070,943.3157,1098.7505,255.0,9.57783,-30.96965
2025-05-07 08:36:34.080,955.3766,1131.8608,255.0,10.602573,-33.06596
2025-05-07 08:36:34.090,966.73694,1122.9502,255.0,11.378692,-32.46827
2025-05-07 08:36:34.100,950.9138,1136.7866,255.0,10.345711,-33.380756
2025-05-07 08:36:34.110,945.9834,1128.4824,255.0,9.9084015,-32.871338
2025-05-07 08:36:34.120,936.7656,1126.6489,255.0,9.233637,-32.773163
2025-05-07 08:36:34.130,947.49304,1133.7278,255.0,10.048834,-33.203995
2025-05-07 08:36:34.140,931.02765,1116.9319,255.0,8.770833,-32.157543
2025-05-07 08:36:34.150,948.07227,1123.2163,255.0,10.032748,-32.52665
2025-05-07 08:36:34.160,941.7464,1128.4998,255.0,9.602703,-32.881714
2025-05-07 08:36:34.170,969.01855,1128.0469,255.0,11.572427,-32.786243
2025-05-07 08:36:34.180,971.4806,1145.1477,255.0,11.856753,-33.88001
2025-05-07 08:36:34.190,976.72473,1134.8186,255.0,12.171116,-33.203148
2025-05-07 08:36:34.200,962.48816,1116.5759,255.0,11.045809,-32.066788
2025-05-07 08:36:34.210,948.1638,1106.9429,255.0,9.934858,-31.481495
2025-05-07 08:36:34.220,945.76355,1106.7697,255.0,9.784105,-31.475994
2025-05-07 08:36:34.230,945.8594,1084.1218,255.0,9.694777,-30.027382
2025-05-07 08:36:34.240,919.35767,1089.4233,255.0,7.8404284,-30.412014
2025-05-07 08:36:34.250,969.7381,1090.7444,255.0,11.41943,-30.399586
2025-05-07 08:36:34.260,983.916,1100.0532,255.0,12.466805,-30.95878
2025-05-07 08:36:34.270,934.485,1093.4492,255.0,8.925602,-30.646791
2025-05-07 08:36:34.280,925.73224,1100.4653,255.0,8.329337,-31.112623
2025-05-07 08:36:34.290,945.7139,1089.4015,255.0,9.700606,-30.367607
2025-05-07 08:36:34.300,931.3888,1108.2996,255.0,8.766626,-31.605072
2025-05-07 08:36:34.310,970.4945,1109.5103,255.0,11.570801,-31.597736
2025-05-07 08:36:34.320,950.49,1111.9149,255.0,10.151867,-31.798355
2025-05-07 08:36:34.330,935.24054,1097.3999,255.0,8.997589,-30.899054
2025-05-07 08:36:34.340,939.992,1104.6553,255.0,9.36312,-31.35182
2025-05-07 08:36:34.350,945.85376,1133.7681,255.0,9.927368,-33.211025
2025-05-07 08:36:34.360,968.5929,1117.9702,255.0,11.483688,-32.144295
2025-05-07 08:36:34.370,916.42615,1123.0245,255.0,7.7496004,-32.578255
2025-05-07 08:36:34.380,914.7026,1115.075,255.0,7.5949755,-32.06992
2025-05-07 08:36:34.390,927.35925,1117.5024,255.0,8.515043,-32.20378
2025-05-07 08:36:34.400,937.5036,1115.362,255.0,9.238035,-32.04409
2025-05-07 08:36:34.410,902.99084,1113.9388,255.0,6.747868,-32.01542
2025-05-07 08:36:34.420,927.60693,1125.94,255.0,8.568427,-32.74558
2025-05-07 08:36:34.430,922.35364,1091.3918,255.0,8.058748,-30.537926
2025-05-07 08:36:34.440,930.7007,1113.9987,255.0,8.740252,-31.972216
2025-05-07 08:36:34.450,916.7306,1099.2156,255.0,7.68525,-31.046463
2025-05-07 08:36:34.460,930.9462,1110.881,255.0,8.742816,-31.774033
2025-05-07 08:36:34.470,919.5357,1108.5806,255.0,7.919242,-31.642803
2025-05-07 08:36:34.480,934.91455,1065.2632,255.0,8.848137,-28.841393
